"customer_id","gender","age","married","state","number_of_referrals","tenure_in_months","value_deal","phone_service","multiple_lines","internet_service","internet_type","online_security","online_backup","device_protection_plan","premium_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_refunds","total_extra_data_charges","total_long_distance_charges","total_revenue","customer_status","churn_category","churn_reason"
"79342-KAR","Female",39,"Yes","Karnataka",5,22,"None","Yes","No","Yes","DSL","Yes","No","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",64.40,195.65,0.00,0.00,114.15,309.80,"Joined","Others","Others"
"74804-WES","Female",46,"No","West Bengal",0,5,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",69.60,207.40,0.00,20.00,86.91,314.31,"Joined","Others","Others"
"45561-MAH","Female",44,"Yes","Maharashtra",6,7,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check",20.00,40.90,0.00,0.00,86.54,127.44,"Joined","Others","Others"
"28681-HAR","Female",33,"No","Haryana",4,2,"None","Yes","No","Yes","Fiber Optic","No","No","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",75.55,75.55,0.00,0.00,7.11,82.66,"Joined","Others","Others"
"36339-UTT","Female",54,"No","Uttar Pradesh",14,7,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",19.90,45.75,0.00,0.00,124.08,169.83,"Joined","Others","Others"
"73108-GUJ","Female",38,"Yes","Gujarat",6,12,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.25,36.80,0.00,0.00,31.66,68.46,"Joined","Others","Others"
"86703-WES","Female",54,"Yes","West Bengal",14,35,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",20.65,20.65,0.00,0.00,1.47,22.12,"Joined","Others","Others"
"92494-MAH","Female",39,"Yes","Maharashtra",11,19,"None","Yes","No","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",91.15,168.50,0.00,10.00,93.56,272.06,"Joined","Others","Others"
"79427-KAR","Male",67,"Yes","Karnataka",12,21,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",70.10,141.65,0.00,0.00,69.98,211.63,"Joined","Others","Others"
"26448-BIH","Female",57,"No","Bihar",10,21,"Deal 5","Yes","No","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",75.30,244.10,0.00,0.00,116.97,361.07,"Joined","Others","Others"
"81118-MAD","Female",31,"No","Madhya Pradesh",1,13,"None","Yes","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",45.80,45.80,0.00,0.00,13.62,59.42,"Joined","Others","Others"
"91505-DEL","Male",62,"Yes","Delhi",13,36,"Deal 5","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",94.85,335.75,0.00,0.00,113.34,449.09,"Joined","Others","Others"
"83308-TAM","Male",40,"No","Tamil Nadu",5,14,"None","No","No","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check",29.65,90.05,0.00,0.00,0.00,90.05,"Joined","Others","Others"
"82559-CHH","Male",34,"Yes","Chhattisgarh",0,33,"Deal 5","Yes","No","Yes","DSL","No","Yes","No","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card",64.20,143.65,0.00,30.00,8.82,182.47,"Joined","Others","Others"
"72275-GUJ","Female",45,"Yes","Gujarat",8,4,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card",19.95,47.70,0.00,0.00,62.90,110.60,"Joined","Others","Others"
"96430-PUN","Male",37,"No","Punjab",0,23,"None","Yes","No","Yes","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",48.75,48.75,0.00,0.00,26.26,75.01,"Joined","Others","Others"
"82118-JAM","Female",69,"Yes","Jammu & Kashmir",3,6,"Deal 5","No","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check",24.20,24.20,0.00,0.00,0.00,24.20,"Joined","Others","Others"
"61203-PUN","Female",19,"No","Punjab",11,11,"None","Yes","Yes","Yes","Cable","No","No","No","Yes","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal",64.60,174.20,0.00,0.00,122.97,297.17,"Joined","Others","Others"
"58577-ODI","Female",44,"Yes","Odisha",7,36,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",45.85,105.60,0.00,0.00,10.94,116.54,"Joined","Others","Others"
"43908-WES","Male",36,"No","West Bengal",3,25,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",70.35,139.25,0.00,0.00,89.54,228.79,"Joined","Others","Others"
"47611-WES","Male",25,"No","West Bengal",4,31,"None","Yes","No","Yes","DSL","No","No","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",55.25,55.25,0.00,60.00,39.19,154.44,"Joined","Others","Others"
"95594-TAM","Female",64,"No","Tamil Nadu",4,1,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",44.00,44.00,0.00,0.00,15.66,59.66,"Joined","Others","Others"
"55043-UTT","Male",43,"Yes","Uttar Pradesh",8,17,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",69.90,69.90,0.00,10.00,9.36,89.26,"Joined","Others","Others"
"43604-TAM","Female",18,"No","Tamil Nadu",14,7,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Mailed Check",19.65,19.65,0.00,0.00,23.41,43.06,"Joined","Others","Others"
"52695-UTT","Female",52,"No","Uttar Pradesh",14,34,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.35,35.10,0.00,0.00,4.92,40.02,"Joined","Others","Others"
"89303-AND","Male",51,"No","Andhra Pradesh",6,11,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",69.95,143.90,0.00,0.00,58.20,202.10,"Joined","Others","Others"
"19747-WES","Female",47,"No","West Bengal",15,19,"Deal 5","Yes","No","Yes","DSL","Yes","No","No","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",64.50,177.40,0.00,60.00,118.65,356.05,"Joined","Others","Others"
"25048-TEL","Male",47,"No","Telangana",15,9,"Deal 5","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",24.00,24.00,0.00,0.00,32.95,56.95,"Joined","Others","Others"
"79700-KER","Female",53,"No","Kerala",5,30,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Mailed Check",107.95,313.60,0.00,0.00,142.50,456.10,"Joined","Others","Others"
"93667-KER","Female",38,"No","Kerala",7,33,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Credit Card",20.55,57.40,0.00,0.00,33.81,91.21,"Joined","Others","Others"
"36323-UTT","Female",48,"No","Uttar Pradesh",14,11,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal",20.50,38.25,0.00,0.00,62.02,100.27,"Joined","Others","Others"
"45771-KAR","Female",50,"No","Karnataka",3,7,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",44.45,44.45,0.00,0.00,23.34,67.79,"Joined","Others","Others"
"27561-UTT","Female",19,"No","Uttar Pradesh",6,10,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",20.25,20.25,0.00,0.00,47.25,67.50,"Joined","Others","Others"
"21247-ASS","Male",58,"Yes","Assam",2,2,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",19.50,19.50,0.00,0.00,8.02,27.52,"Joined","Others","Others"
"87077-TAM","Male",62,"Yes","Tamil Nadu",3,21,"Deal 5","Yes","No","Yes","Cable","No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Credit Card",69.00,147.80,0.00,0.00,54.82,202.62,"Joined","Others","Others"
"17250-HAR","Female",23,"Yes","Haryana",12,2,"None","Yes","No","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",49.25,97.00,0.00,0.00,81.50,178.50,"Joined","Others","Others"
"89382-ASS","Male",56,"No","Assam",5,29,"Deal 5","No","No","Yes","DSL","No","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",29.75,96.85,0.00,0.00,0.00,96.85,"Joined","Others","Others"
"16032-AND","Female",47,"No","Andhra Pradesh",8,18,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",46.60,87.90,0.00,0.00,3.74,91.64,"Joined","Others","Others"
"47957-GUJ","Female",26,"No","Gujarat",4,2,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",20.45,20.45,0.00,0.00,42.17,62.62,"Joined","Others","Others"
"49201-GUJ","Female",37,"No","Gujarat",11,30,"None","No","No","Yes","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",29.90,29.90,0.00,0.00,0.00,29.90,"Joined","Others","Others"
"74979-MAD","Female",49,"Yes","Madhya Pradesh",10,14,"Deal 5","No","No","Yes","Cable","No","No","No","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",29.05,44.75,0.00,0.00,0.00,44.75,"Joined","Others","Others"
"54172-RAJ","Female",64,"Yes","Rajasthan",0,9,"Deal 5","Yes","Yes","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",56.55,118.25,0.00,0.00,63.48,181.73,"Joined","Others","Others"
"83080-HAR","Female",54,"No","Haryana",9,4,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",70.15,194.20,0.00,0.00,16.89,211.09,"Joined","Others","Others"
"41795-UTT","Female",58,"No","Uttar Pradesh",5,10,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.75,19.75,0.00,0.00,41.28,61.03,"Joined","Others","Others"
"16733-ODI","Female",76,"Yes","Odisha",10,1,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",45.85,45.85,0.00,0.00,40.38,86.23,"Joined","Others","Others"
"25763-JHA","Female",47,"Yes","Jharkhand",9,3,"Deal 5","Yes","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",44.15,44.15,0.00,0.00,9.82,53.97,"Joined","Others","Others"
"28266-JAM","Male",32,"No","Jammu & Kashmir",6,1,"None","No","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",25.35,25.35,0.00,0.00,0.00,25.35,"Joined","Others","Others"
"32080-WES","Male",33,"Yes","West Bengal",1,12,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",19.60,55.25,0.00,0.00,125.70,180.95,"Joined","Others","Others"
"67994-MAD","Male",75,"Yes","Madhya Pradesh",12,33,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Two Year","No","Bank Withdrawal",46.30,46.30,0.00,0.00,11.51,57.81,"Joined","Others","Others"
"12340-DEL","Female",51,"Yes","Delhi",0,10,"None","Yes","No","Yes","Cable","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",62.80,62.80,0.00,0.00,42.19,104.99,"Joined","Others","Others"
"31476-TEL","Male",42,"Yes","Telangana",5,33,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.95,19.95,0.00,0.00,27.08,47.03,"Joined","Others","Others"
"31918-KAR","Female",37,"No","Karnataka",15,34,"None","No","No","Yes","Cable","Yes","No","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Credit Card",41.35,107.25,0.00,0.00,0.00,107.25,"Joined","Others","Others"
"66413-TAM","Female",53,"No","Tamil Nadu",12,4,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",80.50,232.35,0.00,0.00,80.58,312.93,"Joined","Others","Others"
"97615-MAH","Female",23,"Yes","Maharashtra",11,10,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.20,20.20,0.00,0.00,41.10,61.30,"Joined","Others","Others"
"42089-MAH","Female",32,"No","Maharashtra",2,34,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.70,57.50,0.00,0.00,115.23,172.73,"Joined","Others","Others"
"75641-PUN","Male",77,"No","Punjab",9,28,"None","Yes","No","Yes","Fiber Optic","No","Yes","No","No","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal",83.80,163.70,0.00,0.00,65.96,229.66,"Joined","Others","Others"
"64095-BIH","Male",27,"No","Bihar",2,17,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Bank Withdrawal",70.40,20.20,0.00,0.00,44.69,64.89,"Joined","Others","Others"
"75671-PUD","Female",34,"Yes","Puducherry",8,13,"None","Yes","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",45.40,80.95,0.00,0.00,21.62,102.57,"Joined","Others","Others"
"29525-TAM","Female",50,"Yes","Tamil Nadu",9,3,"Deal 5","No","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",25.00,78.25,0.00,0.00,0.00,78.25,"Joined","Others","Others"
"18415-KAR","Female",33,"Yes","Karnataka",7,36,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",19.10,19.10,0.00,0.00,5.02,24.12,"Joined","Others","Others"
"35635-TEL","Female",26,"Yes","Telangana",10,5,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",20.40,20.40,0.00,0.00,17.81,38.21,"Joined","Others","Others"
"67752-MAH","Female",28,"No","Maharashtra",0,24,"None","Yes","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",45.30,45.30,0.00,0.00,47.36,92.66,"Joined","Others","Others"
"51961-BIH","Male",47,"No","Bihar",9,25,"Deal 5","Yes","No","Yes","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",50.95,123.05,0.00,0.00,73.92,196.97,"Joined","Others","Others"
"23632-HAR","Female",37,"Yes","Haryana",2,16,"Deal 5","Yes","No","Yes","Fiber Optic","Yes","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",97.10,184.15,0.00,0.00,78.70,262.85,"Joined","Others","Others"
"38920-PUN","Female",50,"No","Punjab",8,7,"None","Yes","No","Yes","Cable","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",43.85,43.85,0.00,10.00,15.90,69.75,"Joined","Others","Others"
"51597-MAD","Female",26,"Yes","Madhya Pradesh",10,18,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.90,19.90,0.00,0.00,1.50,21.40,"Joined","Others","Others"
"88107-JAM","Female",58,"No","Jammu & Kashmir",10,34,"None","No","No","Yes","DSL","No","No","No","Yes","No","No","No","No","Month-to-Month","No","Credit Card",30.55,30.55,0.00,40.00,0.00,70.55,"Joined","Others","Others"
"86315-TAM","Female",54,"No","Tamil Nadu",6,13,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",20.95,20.95,0.00,0.00,2.29,23.24,"Joined","Others","Others"
"35995-PUN","Female",34,"No","Punjab",3,23,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",20.00,63.60,0.00,0.00,120.60,184.20,"Joined","Others","Others"
"84577-TEL","Female",59,"Yes","Telangana",11,29,"None","Yes","No","Yes","Cable","No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",59.00,114.15,0.00,0.00,54.04,168.19,"Joined","Others","Others"
"23855-MAH","Female",53,"Yes","Maharashtra",13,9,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",44.90,111.05,0.00,0.00,10.16,121.21,"Joined","Others","Others"
"71183-TAM","Female",39,"No","Tamil Nadu",1,33,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card",19.60,61.35,0.00,0.00,106.95,168.30,"Joined","Others","Others"
"43297-MAH","Male",60,"No","Maharashtra",12,18,"None","Yes","No","Yes","Cable","No","No","No","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card",50.20,109.25,0.00,10.00,12.68,131.93,"Joined","Others","Others"
"59750-AND","Female",49,"Yes","Andhra Pradesh",11,4,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",74.90,136.05,0.00,0.00,82.16,218.21,"Joined","Others","Others"
"83050-PUN","Female",25,"Yes","Punjab",7,20,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card",20.45,34.80,0.00,0.00,92.00,126.80,"Joined","Others","Others"
"93700-MAH","Female",57,"No","Maharashtra",8,20,"Deal 5","Yes","No","Yes","Cable","Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",50.70,50.70,0.00,0.00,38.05,88.75,"Joined","Others","Others"
"86369-BIH","Female",59,"No","Bihar",1,2,"Deal 5","Yes","Yes","Yes","DSL","No","Yes","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",54.30,54.30,0.00,10.00,34.02,98.32,"Joined","Others","Others"
"62359-AND","Female",48,"Yes","Andhra Pradesh",5,24,"Deal 5","No","No","Yes","Cable","No","Yes","No","Yes","No","No","No","No","Month-to-Month","No","Credit Card",33.60,33.60,0.00,50.00,0.00,83.60,"Joined","Others","Others"
"81763-DEL","Male",36,"Yes","Delhi",7,7,"None","Yes","No","Yes","Fiber Optic","Yes","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",80.45,137.10,0.00,0.00,70.82,207.92,"Joined","Others","Others"
"89188-KAR","Female",26,"Yes","Karnataka",3,9,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check",20.55,33.60,0.00,0.00,33.40,67.00,"Joined","Others","Others"
"83939-AND","Female",42,"No","Andhra Pradesh",8,27,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",20.10,43.15,0.00,0.00,65.72,108.87,"Joined","Others","Others"
"55757-KAR","Female",32,"Yes","Karnataka",2,9,"Deal 5","Yes","No","Yes","Cable","No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",55.80,154.55,0.00,0.00,12.57,167.12,"Joined","Others","Others"
"98767-WES","Female",26,"No","West Bengal",14,7,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.05,20.05,0.00,0.00,11.10,31.15,"Joined","Others","Others"
"44208-AND","Female",25,"Yes","Andhra Pradesh",2,20,"None","Yes","Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",69.15,235.00,0.00,0.00,72.84,307.84,"Joined","Others","Others"
"32375-UTT","Female",23,"Yes","Uttar Pradesh",1,3,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",20.90,20.90,0.00,0.00,10.21,31.11,"Joined","Others","Others"
"28237-JHA","Female",52,"No","Jharkhand",7,9,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",69.85,199.85,0.00,0.00,104.28,304.13,"Joined","Others","Others"
"21642-TEL","Male",60,"Yes","Telangana",12,29,"None","Yes","No","Yes","DSL","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",54.50,54.50,0.00,0.00,33.21,87.71,"Joined","Others","Others"
"46081-TAM","Male",41,"Yes","Tamil Nadu",14,29,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",45.15,45.15,0.00,0.00,42.34,87.49,"Joined","Others","Others"
"13744-AND","Female",41,"Yes","Andhra Pradesh",8,3,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",19.65,19.65,0.00,0.00,13.85,33.50,"Joined","Others","Others"
"71234-HAR","Female",44,"No","Haryana",10,34,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",19.40,19.40,0.00,0.00,23.97,43.37,"Joined","Others","Others"
"15803-UTT","Female",34,"No","Uttar Pradesh",6,31,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.15,19.15,0.00,0.00,22.37,41.52,"Joined","Others","Others"
"41427-HAR","Male",37,"No","Haryana",13,13,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",20.20,20.20,0.00,0.00,24.48,44.68,"Joined","Others","Others"
"31294-KAR","Male",50,"Yes","Karnataka",15,33,"Deal 5","Yes","No","Yes","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",49.75,49.75,0.00,0.00,41.79,91.54,"Joined","Others","Others"
"33621-MAD","Female",42,"No","Madhya Pradesh",13,12,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",70.35,120.25,0.00,20.00,15.40,155.65,"Joined","Others","Others"
"77911-TEL","Female",20,"No","Telangana",5,8,"Deal 5","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",23.60,89.05,0.00,0.00,42.30,131.35,"Joined","Others","Others"
"77658-AND","Male",44,"No","Andhra Pradesh",0,4,"Deal 5","No","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",24.40,24.40,0.00,0.00,0.00,24.40,"Joined","Others","Others"
"13123-BIH","Female",46,"No","Bihar",13,18,"Deal 5","Yes","No","Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","No","Month-to-Month","No","Bank Withdrawal",100.20,198.50,0.00,10.00,45.12,253.62,"Joined","Others","Others"
"42864-ODI","Female",29,"No","Odisha",2,10,"Deal 5","No","No","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",30.25,63.75,0.00,0.00,0.00,63.75,"Joined","Others","Others"
"51751-KER","Female",62,"No","Kerala",9,25,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",70.15,123.80,0.00,0.00,67.50,191.30,"Joined","Others","Others"
"76419-KAR","Male",46,"Yes","Karnataka",14,28,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",94.90,273.20,0.00,0.00,8.91,282.11,"Joined","Others","Others"
"39332-TEL","Female",44,"Yes","Telangana",6,8,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",80.55,80.55,0.00,60.00,5.93,146.48,"Joined","Others","Others"
"49304-KAR","Female",32,"Yes","Karnataka",6,33,"None","Yes","Yes","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",49.80,49.80,0.00,0.00,3.97,53.77,"Joined","Others","Others"
"31129-AND","Male",68,"No","Andhra Pradesh",15,15,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",70.35,70.35,0.00,10.00,14.42,94.77,"Joined","Others","Others"
"99475-KAR","Male",22,"Yes","Karnataka",11,11,"Deal 5","Yes","No","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",51.55,106.20,0.00,0.00,37.22,143.42,"Joined","Others","Others"
"55831-TAM","Male",43,"No","Tamil Nadu",11,13,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",19.95,58.30,0.00,0.00,15.45,73.75,"Joined","Others","Others"
"99144-UTT","Female",41,"No","Uttar Pradesh",9,20,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",19.65,68.35,0.00,0.00,106.77,175.12,"Joined","Others","Others"
"92228-BIH","Female",22,"Yes","Bihar",10,9,"None","No","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",25.15,25.15,0.00,0.00,0.00,25.15,"Joined","Others","Others"
"37131-MAH","Male",52,"No","Maharashtra",6,2,"Deal 2","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",89.25,89.25,0.00,0.00,16.64,105.89,"Joined","Others","Others"
"17597-HAR","Female",33,"Yes","Haryana",2,6,"Deal 5","No","No","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",29.85,29.85,0.00,0.00,0.00,29.85,"Joined","Others","Others"
"82427-MAH","Male",36,"No","Maharashtra",15,28,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.55,19.55,0.00,0.00,17.94,37.49,"Joined","Others","Others"
"28378-MAD","Female",65,"No","Madhya Pradesh",12,1,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",19.45,19.45,0.00,0.00,46.59,66.04,"Joined","Others","Others"
"18027-UTT","Female",58,"Yes","Uttar Pradesh",15,30,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",19.90,33.70,0.00,0.00,7.64,41.34,"Joined","Others","Others"
"28398-TEL","Male",59,"Yes","Telangana",3,23,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.00,20.00,0.00,0.00,25.99,45.99,"Joined","Others","Others"
"13946-HAR","Female",41,"Yes","Haryana",1,3,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.65,19.65,0.00,0.00,23.67,43.32,"Joined","Others","Others"
"38577-BIH","Female",30,"Yes","Bihar",6,36,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",44.50,90.05,0.00,0.00,61.74,151.79,"Joined","Others","Others"
"83736-UTT","Male",43,"Yes","Uttar Pradesh",1,25,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",45.35,45.35,0.00,0.00,12.46,57.81,"Joined","Others","Others"
